medal_date,medal_type,athlete_code
2024-07-27,Gold Medal,1903136
2024-07-27,Silver Medal,1923520
2024-07-27,Bronze Medal,1903147
2024-07-27,Gold Medal,1940173
2024-07-27,Silver Medal,1912525
2024-07-27,Bronze Medal,1955079
2024-07-27,Gold Medal,1927149
2024-07-27,Silver Medal,1937783
2024-07-27,Bronze Medal,1924595
2024-07-27,Gold Medal,1963262
2024-07-27,Silver Medal,1916183
2024-07-27,Bronze Medal,1946375
2024-07-27,Gold Medal,1935408
2024-07-27,Silver Medal,1891304
2024-07-27,Bronze Medal,1896752
2024-07-27,Bronze Medal,1563544
2024-07-27,Gold Medal,1896735
2024-07-27,Silver Medal,1914467
2024-07-27,Bronze Medal,1891280
2024-07-27,Bronze Medal,1571911
2024-07-27,Gold Medal,1907192
2024-07-27,Silver Medal,1946172
2024-07-27,Bronze Medal,4654306
2024-07-27,Gold Medal,1946150
2024-07-27,Silver Medal,1967140
2024-07-27,Bronze Medal,1935938
2024-07-28,Gold Medal,1940205
2024-07-28,Silver Medal,1942126
2024-07-28,Bronze Medal,1896045
2024-07-28,Gold Medal,1895672
2024-07-28,Silver Medal,1955070
2024-07-28,Bronze Medal,1564023
2024-07-28,Gold Medal,1896548
2024-07-28,Silver Medal,1916194
2024-07-28,Bronze Medal,1936462
2024-07-28,Gold Medal,1950611
2024-07-28,Silver Medal,1950643
2024-07-28,Bronze Medal,1973213
2024-07-28,Gold Medal,1896763
2024-07-28,Silver Medal,1953840
2024-07-28,Bronze Medal,1935410
2024-07-28,Bronze Medal,1561138
2024-07-28,Gold Medal,1566997
2024-07-28,Silver Medal,1550162
2024-07-28,Bronze Medal,1953817
2024-07-28,Bronze Medal,1891283
2024-07-28,Gold Medal,1913907
2024-07-28,Silver Medal,1551388
2024-07-28,Bronze Medal,1551387
2024-07-28,Gold Medal,1893972
2024-07-28,Silver Medal,1893930
2024-07-28,Bronze Medal,1538159
2024-07-28,Gold Medal,1902055
2024-07-28,Silver Medal,1902069
2024-07-28,Bronze Medal,1955689
2024-07-28,Gold Medal,1925633
2024-07-28,Silver Medal,1956469
2024-07-28,Silver Medal,1935901
2024-07-28,Gold Medal,1909294
2024-07-28,Silver Medal,1963635
2024-07-28,Bronze Medal,1935903
2024-07-28,Gold Medal,1935923
2024-07-28,Silver Medal,1935998
2024-07-28,Bronze Medal,1945125
2024-07-29,Gold Medal,1880479
2024-07-29,Silver Medal,1896030
2024-07-29,Bronze Medal,1961080
2024-07-29,Gold Medal,1912546
2024-07-29,Silver Medal,1895687
2024-07-29,Bronze Medal,1943604
2024-07-29,Gold Medal,1914921
2024-07-29,Silver Medal,1940438
2024-07-29,Bronze Medal,1970898
2024-07-29,Gold Medal,1963245
2024-07-29,Silver Medal,1924289
2024-07-29,Bronze Medal,1950602
2024-07-29,Gold Medal,1916223
2024-07-29,Silver Medal,1916222
2024-07-29,Bronze Medal,1897644
2024-07-29,Gold Medal,1972337
2024-07-29,Silver Medal,1891311
2024-07-29,Bronze Medal,1563437
2024-07-29,Bronze Medal,1896740
2024-07-29,Gold Medal,1955526
2024-07-29,Silver Medal,1928067
2024-07-29,Bronze Medal,1896733
2024-07-29,Bronze Medal,1891286
2024-07-29,Gold Medal,1913899
2024-07-29,Silver Medal,1572919
2024-07-29,Bronze Medal,1888047
2024-07-29,Gold Medal,1893845
2024-07-29,Silver Medal,1913945
2024-07-29,Bronze Medal,1976545
2024-07-29,Gold Medal,1902081
2024-07-29,Silver Medal,1944226
2024-07-29,Bronze Medal,1944232
2024-07-29,Gold Medal,1925635
2024-07-29,Silver Medal,1945132
2024-07-29,Bronze Medal,1935957
2024-07-29,Gold Medal,1543549
2024-07-29,Silver Medal,1903617
2024-07-29,Bronze Medal,1935918
2024-07-29,Gold Medal,1962589
2024-07-29,Silver Medal,1945200
2024-07-29,Bronze Medal,1543304
2024-07-29,Gold Medal,1946218
2024-07-29,Silver Medal,1946150
2024-07-29,Bronze Medal,1925125
2024-07-29,Gold Medal,1967140
2024-07-29,Silver Medal,1935909
2024-07-29,Bronze Medal,1936001
2024-07-30,Gold Medal,1896765
2024-07-30,Silver Medal,1546651
2024-07-30,Bronze Medal,1928079
2024-07-30,Bronze Medal,1570561
2024-07-30,Gold Medal,1980833
2024-07-30,Silver Medal,1537287
2024-07-30,Bronze Medal,1891289
2024-07-30,Bronze Medal,1550167
2024-07-30,Gold Medal,1904430
2024-07-30,Silver Medal,1913928
2024-07-30,Bronze Medal,1958970
2024-07-30,Gold Medal,1539969
2024-07-30,Silver Medal,1935902
2024-07-30,Bronze Medal,1925630
2024-07-30,Gold Medal,1946198
2024-07-30,Silver Medal,1935984
2024-07-30,Bronze Medal,1935873
2024-07-31,Gold Medal,1919480
2024-07-31,Silver Medal,1918864
2024-07-31,Bronze Medal,1918860
2024-07-31,Gold Medal,1940205
2024-07-31,Silver Medal,1913770
2024-07-31,Bronze Medal,1955132
2024-07-31,Gold Medal,1916809
2024-07-31,Silver Medal,1912548
2024-07-31,Bronze Medal,1895685
2024-07-31,Gold Medal,1920569
2024-07-31,Silver Medal,1955071
2024-07-31,Bronze Medal,1940118
2024-07-31,Gold Medal,1548817
2024-07-31,Silver Medal,1896750
2024-07-31,Bronze Medal,1891318
2024-07-31,Bronze Medal,1961318
2024-07-31,Gold Medal,1898499
2024-07-31,Silver Medal,1563082
2024-07-31,Bronze Medal,1566421
2024-07-31,Bronze Medal,1903248
2024-07-31,Gold Medal,1958899
2024-07-31,Silver Medal,1915317
2024-07-31,Bronze Medal,1967454
2024-07-31,Gold Medal,1945148
2024-07-31,Silver Medal,1946200
2024-07-31,Bronze Medal,1543549
2024-07-31,Gold Medal,1909294
2024-07-31,Silver Medal,1946185
2024-07-31,Bronze Medal,1972545
2024-07-31,Gold Medal,1909294
2024-07-31,Silver Medal,1905860
2024-07-31,Bronze Medal,1967058
2024-07-31,Gold Medal,1572557
2024-07-31,Silver Medal,1935923
2024-07-31,Bronze Medal,1925125
2024-07-31,Gold Medal,1935938
2024-07-31,Silver Medal,1909209
2024-07-31,Bronze Medal,1907171
2024-07-31,Gold Medal,1904251
2024-07-31,Silver Medal,1926549
2024-07-31,Bronze Medal,1543967
2024-07-31,Gold Medal,1543963
2024-07-31,Silver Medal,1976489
2024-07-31,Bronze Medal,1904244
2024-08-01,Gold Medal,1959861
2024-08-01,Silver Medal,1953634
2024-08-01,Bronze Medal,1959866
2024-08-01,Gold Medal,1929767
2024-08-01,Silver Medal,1951928
2024-08-01,Bronze Medal,1904165
2024-08-01,Gold Medal,1919002
2024-08-01,Silver Medal,1905369
2024-08-01,Bronze Medal,1939791
2024-08-01,Gold Medal,1550975
2024-08-01,Silver Medal,1880464
2024-08-01,Bronze Medal,1953935
2024-08-01,Gold Medal,1972367
2024-08-01,Silver Medal,1552370
2024-08-01,Bronze Medal,1892957
2024-08-01,Bronze Medal,1565754
2024-08-01,Gold Medal,1925349
2024-08-01,Silver Medal,1892794
2024-08-01,Bronze Medal,1891067
2024-08-01,Bronze Medal,1943504
2024-08-01,Gold Medal,1913922
2024-08-01,Silver Medal,1555976
2024-08-01,Bronze Medal,1538084
2024-08-01,Gold Medal,1904977
2024-08-01,Silver Medal,1954557
2024-08-01,Bronze Medal,1977754
2024-08-01,Gold Medal,1935895
2024-08-01,Silver Medal,1962589
2024-08-01,Bronze Medal,1972525
2024-08-01,Gold Medal,1967140
2024-08-01,Silver Medal,1935984
2024-08-01,Bronze Medal,1945125
2024-08-02,Gold Medal,1970827
2024-08-02,Silver Medal,1536998
2024-08-02,Bronze Medal,1960959
2024-08-02,Gold Medal,1895661
2024-08-02,Silver Medal,1895640
2024-08-02,Bronze Medal,1895700
2024-08-02,Gold Medal,1940127
2024-08-02,Silver Medal,1969181
2024-08-02,Bronze Medal,1976480
2024-08-02,Gold Medal,1891323
2024-08-02,Silver Medal,1928072
2024-08-02,Bronze Medal,1567512
2024-08-02,Bronze Medal,1566931
2024-08-02,Gold Medal,1953777
2024-08-02,Silver Medal,1892796
2024-08-02,Bronze Medal,1928070
2024-08-02,Bronze Medal,1891300
2024-08-02,Gold Medal,1977709
2024-08-02,Silver Medal,1944373
2024-08-02,Bronze Medal,1913972
2024-08-02,Gold Medal,1909294
2024-08-02,Silver Medal,1903621
2024-08-02,Bronze Medal,1945186
2024-08-02,Gold Medal,1946161
2024-08-02,Silver Medal,1903616
2024-08-02,Bronze Medal,1909292
2024-08-02,Gold Medal,1946198
2024-08-02,Silver Medal,1935984
2024-08-02,Bronze Medal,1967104
2024-08-02,Bronze Medal,1931815
2024-08-02,Gold Medal,1937347
2024-08-02,Silver Medal,1918790
2024-08-02,Bronze Medal,1918789
2024-08-02,Gold Medal,1904745
2024-08-02,Silver Medal,1938437
2024-08-02,Bronze Medal,1973102
2024-08-03,Gold Medal,1902147
2024-08-03,Silver Medal,1902148
2024-08-03,Bronze Medal,1541265
2024-08-03,Gold Medal,1975874
2024-08-03,Silver Medal,1908195
2024-08-03,Bronze Medal,1904741
2024-08-03,Gold Medal,1539986
2024-08-03,Silver Medal,1931577
2024-08-03,Bronze Medal,1959865
2024-08-03,Gold Medal,1959861
2024-08-03,Silver Medal,1953634
2024-08-03,Bronze Medal,1959819
2024-08-03,Gold Medal,1878353
2024-08-03,Silver Medal,1920180
2024-08-03,Bronze Medal,1573388
2024-08-03,Gold Medal,1960688
2024-08-03,Silver Medal,1965246
2024-08-03,Bronze Medal,1564189
2024-08-03,Gold Medal,1537325
2024-08-03,Silver Medal,1960181
2024-08-03,Bronze Medal,1961011
2024-08-03,Gold Medal,1908333
2024-08-03,Silver Medal,1536885
2024-08-03,Bronze Medal,1965250
2024-08-03,Bronze Medal,1887970
2024-08-03,Bronze Medal,1952540
2024-08-03,Gold Medal,1903136
2024-08-03,Silver Medal,1895699
2024-08-03,Bronze Medal,1895694
2024-08-03,Gold Medal,1906515
2024-08-03,Silver Medal,1538160
2024-08-03,Bronze Medal,1965599
2024-08-03,Gold Medal,1965558
2024-08-03,Silver Medal,1927027
2024-08-03,Bronze Medal,1941956
2024-08-03,Gold Medal,1927680
2024-08-03,Silver Medal,1945982
2024-08-03,Bronze Medal,1970505
2024-08-03,Gold Medal,1899653
2024-08-03,Silver Medal,1927733
2024-08-03,Bronze Medal,1899748
2024-08-03,Gold Medal,1893995
2024-08-03,Silver Medal,1888429
2024-08-03,Bronze Medal,1899493
2024-08-03,Gold Medal,1944354
2024-08-03,Silver Medal,1944385
2024-08-03,Bronze Medal,1569852
2024-08-03,Gold Medal,1905860
2024-08-03,Silver Medal,1967069
2024-08-03,Bronze Medal,1967058
2024-08-03,Gold Medal,1967140
2024-08-03,Silver Medal,1935895
2024-08-03,Bronze Medal,1946198
2024-08-03,Gold Medal,1935938
2024-08-03,Silver Medal,1946150
2024-08-03,Bronze Medal,1935943
2024-08-03,Gold Medal,1902307
2024-08-03,Silver Medal,1902313
2024-08-03,Bronze Medal,1931100
2024-08-03,Bronze Medal,1562400
2024-08-03,Gold Medal,1927709
2024-08-03,Silver Medal,1554972
2024-08-04,Gold Medal,1902135
2024-08-04,Silver Medal,1955595
2024-08-04,Bronze Medal,1902144
2024-08-04,Gold Medal,1918856
2024-08-04,Silver Medal,1918865
2024-08-04,Bronze Medal,1961314
2024-08-04,Gold Medal,1975874
2024-08-04,Silver Medal,1915828
2024-08-04,Bronze Medal,1904740
2024-08-04,Gold Medal,1545688
2024-08-04,Silver Medal,1918872
2024-08-04,Bronze Medal,1959866
2024-08-04,Gold Medal,1960173
2024-08-04,Silver Medal,1980161
2024-08-04,Bronze Medal,1960958
2024-08-04,Gold Medal,1974151
2024-08-04,Silver Medal,1916814
2024-08-04,Bronze Medal,1571563
2024-08-04,Gold Medal,1571559
2024-08-04,Silver Medal,1939838
2024-08-04,Bronze Medal,1571577
2024-08-04,Bronze Medal,1939763
2024-08-04,Bronze Medal,1926315
2024-08-04,Bronze Medal,1908817
2024-08-04,Bronze Medal,1892464
2024-08-04,Bronze Medal,1972293
2024-08-04,Bronze Medal,1550184
2024-08-04,Bronze Medal,1943368
2024-08-04,Bronze Medal,1555548
2024-08-04,Bronze Medal,1934790
2024-08-04,Bronze Medal,1909011
2024-08-04,Bronze Medal,1980125
2024-08-04,Bronze Medal,1891890
2024-08-04,Gold Medal,1955081
2024-08-04,Silver Medal,1969165
2024-08-04,Bronze Medal,1903120
2024-08-04,Gold Medal,1914905
2024-08-04,Silver Medal,1914909
2024-08-04,Bronze Medal,1970905
2024-08-04,Gold Medal,1951724
2024-08-04,Silver Medal,1923629
2024-08-04,Bronze Medal,1961406
2024-08-04,Gold Medal,1937878
2024-08-04,Silver Medal,1977402
2024-08-04,Bronze Medal,1944397
2024-08-04,Gold Medal,1935902
2024-08-04,Silver Medal,1925630
2024-08-04,Bronze Medal,1539969
2024-08-04,Gold Medal,1572557
2024-08-04,Silver Medal,1946212
2024-08-04,Bronze Medal,1945125
2024-08-04,Gold Medal,1902295
2024-08-04,Silver Medal,1563390
2024-08-04,Bronze Medal,1889177
2024-08-04,Gold Medal,1956398
2024-08-04,Silver Medal,1563682
2024-08-05,Gold Medal,1919480
2024-08-05,Silver Medal,1935685
2024-08-05,Bronze Medal,1918864
2024-08-05,Bronze Medal,1878037
2024-08-05,Gold Medal,1918865
2024-08-05,Silver Medal,1897555
2024-08-05,Bronze Medal,1919480
2024-08-05,Gold Medal,1551061
2024-08-05,Silver Medal,1918881
2024-08-05,Bronze Medal,1560762
2024-08-05,Gold Medal,1953634
2024-08-05,Silver Medal,1959861
2024-08-05,Bronze Medal,1550170
2024-08-05,Gold Medal,1569203
2024-08-05,Silver Medal,1960178
2024-08-05,Bronze Medal,1961218
2024-08-05,Gold Medal,1910560
2024-08-05,Silver Medal,1910451
2024-08-05,Bronze Medal,1972105
2024-08-05,Gold Medal,1924429
2024-08-05,Silver Medal,1536498
2024-08-05,Bronze Medal,1928047
2024-08-05,Gold Medal,1960721
2024-08-05,Silver Medal,1919067
2024-08-05,Bronze Medal,1922205
2024-08-05,Gold Medal,1888993
2024-08-05,Silver Medal,1926294
2024-08-05,Bronze Medal,1566617
2024-08-05,Gold Medal,1891498
2024-08-05,Silver Medal,1913436
2024-08-05,Gold Medal,1945386
2024-08-05,Silver Medal,1896032
2024-08-05,Bronze Medal,1913780
2024-08-05,Gold Medal,1940209
2024-08-05,Silver Medal,1880483
2024-08-05,Bronze Medal,1896045
2024-08-05,Gold Medal,1913913
2024-08-05,Silver Medal,1893852
2024-08-05,Bronze Medal,1913919
2024-08-05,Gold Medal,1567361
2024-08-05,Silver Medal,1946129
2024-08-05,Bronze Medal,1955778
2024-08-05,Gold Medal,1943206
2024-08-05,Silver Medal,1955783
2024-08-05,Bronze Medal,1567359
2024-08-06,Gold Medal,1960933
2024-08-06,Silver Medal,1924440
2024-08-06,Bronze Medal,1965327
2024-08-06,Gold Medal,1961246
2024-08-06,Silver Medal,1938899
2024-08-06,Bronze Medal,1552378
2024-08-06,Gold Medal,1965868
2024-08-06,Silver Medal,1537325
2024-08-06,Bronze Medal,1960588
2024-08-06,Gold Medal,1926102
2024-08-06,Silver Medal,1971686
2024-08-06,Bronze Medal,1910453
2024-08-06,Gold Medal,1974290
2024-08-06,Silver Medal,1960899
2024-08-06,Bronze Medal,1919077
2024-08-06,Bronze Medal,1955645
2024-08-06,Bronze Medal,1912009
2024-08-06,Bronze Medal,1931331
2024-08-06,Bronze Medal,1979870
2024-08-06,Gold Medal,1555098
2024-08-06,Silver Medal,1926828
2024-08-06,Bronze Medal,1898283
2024-08-06,Bronze Medal,1887975
2024-08-06,Gold Medal,1901545
2024-08-06,Silver Medal,1901544
2024-08-06,Bronze Medal,1980115
2024-08-06,Gold Medal,1914912
2024-08-06,Silver Medal,1976553
2024-08-06,Bronze Medal,1976879
2024-08-06,Gold Medal,1946064
2024-08-06,Silver Medal,1902075
2024-08-06,Bronze Medal,1544123
2024-08-06,Gold Medal,1571506
2024-08-06,Silver Medal,1935199
2024-08-06,Bronze Medal,1544882
2024-08-06,Bronze Medal,1919983
2024-08-06,Gold Medal,1939713
2024-08-06,Silver Medal,1919973
2024-08-06,Bronze Medal,1566631
2024-08-06,Bronze Medal,1980153
2024-08-06,Gold Medal,1955304
2024-08-06,Silver Medal,1568241
2024-08-06,Bronze Medal,1570415
2024-08-06,Bronze Medal,1939709
2024-08-07,Gold Medal,1555372
2024-08-07,Silver Medal,1965896
2024-08-07,Bronze Medal,1910445
2024-08-07,Gold Medal,1960177
2024-08-07,Silver Medal,1924430
2024-08-07,Bronze Medal,1937531
2024-08-07,Gold Medal,1912322
2024-08-07,Silver Medal,1922593
2024-08-07,Bronze Medal,1939824
2024-08-07,Gold Medal,1939839
2024-08-07,Silver Medal,1965268
2024-08-07,Bronze Medal,1974216
2024-08-07,Bronze Medal,1895903
2024-08-07,Bronze Medal,1879120
2024-08-07,Gold Medal,1555537
2024-08-07,Silver Medal,1879111
2024-08-07,Gold Medal,1564362
2024-08-07,Silver Medal,1932824
2024-08-07,Bronze Medal,1568204
2024-08-07,Bronze Medal,1979904
2024-08-07,Gold Medal,1945990
2024-08-07,Silver Medal,1905347
2024-08-07,Bronze Medal,1944316
2024-08-07,Gold Medal,1970500
2024-08-07,Silver Medal,1895121
2024-08-07,Bronze Medal,1878602
2024-08-07,Gold Medal,1946074
2024-08-07,Silver Medal,1944247
2024-08-07,Bronze Medal,1955669
2024-08-07,Gold Medal,1563327
2024-08-07,Silver Medal,1913702
2024-08-07,Bronze Medal,1563321
2024-08-07,Gold Medal,1904040
2024-08-07,Silver Medal,1946883
2024-08-07,Bronze Medal,1893274
2024-08-07,Bronze Medal,1947736
2024-08-07,Gold Medal,1902841
2024-08-07,Silver Medal,1910372
2024-08-07,Bronze Medal,1536064
2024-08-07,Bronze Medal,1569986
2024-08-07,Gold Medal,1918372
2024-08-07,Silver Medal,1898059
2024-08-07,Bronze Medal,1917153
2024-08-07,Gold Medal,1918377
2024-08-07,Silver Medal,1550148
2024-08-07,Bronze Medal,1898024
2024-08-07,Gold Medal,1939692
2024-08-07,Silver Medal,1958652
2024-08-07,Bronze Medal,1532873
2024-08-07,Bronze Medal,1566627
2024-08-07,Gold Medal,1544897
2024-08-07,Silver Medal,1532872
2024-08-07,Bronze Medal,1571504
2024-08-07,Bronze Medal,1566601
2024-08-07,Gold Medal,1955373
2024-08-07,Silver Medal,1571747
2024-08-07,Bronze Medal,1939712
2024-08-07,Bronze Medal,1920000
2024-08-08,Gold Medal,1960961
2024-08-08,Silver Medal,1965223
2024-08-08,Bronze Medal,1901251
2024-08-08,Gold Medal,1936983
2024-08-08,Silver Medal,1960659
2024-08-08,Bronze Medal,1960173
2024-08-08,Gold Medal,1878563
2024-08-08,Silver Medal,1550250
2024-08-08,Bronze Medal,1573418
2024-08-08,Gold Medal,1965308
2024-08-08,Silver Medal,1960581
2024-08-08,Bronze Medal,1972078
2024-08-08,Gold Medal,1960711
2024-08-08,Silver Medal,1920175
2024-08-08,Bronze Medal,1965250
2024-08-08,Gold Medal,1556045
2024-08-08,Silver Medal,1879110
2024-08-08,Bronze Medal,1940136
2024-08-08,Bronze Medal,1555185
2024-08-08,Gold Medal,1926832
2024-08-08,Silver Medal,1568186
2024-08-08,Bronze Medal,1940134
2024-08-08,Bronze Medal,1894537
2024-08-08,Gold Medal,1895717
2024-08-08,Silver Medal,1933816
2024-08-08,Bronze Medal,1915370
2024-08-08,Gold Medal,1945040
2024-08-08,Silver Medal,1969180
2024-08-08,Bronze Medal,1912522
2024-08-08,Gold Medal,1901550
2024-08-08,Silver Medal,1901549
2024-08-08,Bronze Medal,1535349
2024-08-08,Gold Medal,1972515
2024-08-08,Silver Medal,1945588
2024-08-08,Bronze Medal,1925804
2024-08-08,Gold Medal,1899728
2024-08-08,Silver Medal,1559512
2024-08-08,Bronze Medal,1970517
2024-08-08,Gold Medal,1940329
2024-08-08,Silver Medal,1913699
2024-08-08,Bronze Medal,1950309
2024-08-08,Gold Medal,1887714
2024-08-08,Silver Medal,1537401
2024-08-08,Bronze Medal,1910367
2024-08-08,Bronze Medal,1955815
2024-08-08,Gold Medal,1904038
2024-08-08,Silver Medal,1536067
2024-08-08,Bronze Medal,1966505
2024-08-08,Bronze Medal,2493835
2024-08-08,Gold Medal,1941786
2024-08-08,Silver Medal,1898067
2024-08-08,Bronze Medal,1902787
2024-08-08,Gold Medal,1918379
2024-08-08,Silver Medal,1965815
2024-08-08,Bronze Medal,1569563
2024-08-08,Gold Medal,1544928
2024-08-08,Silver Medal,1550119
2024-08-08,Bronze Medal,1981760
2024-08-08,Bronze Medal,1571498
2024-08-08,Gold Medal,1559471
2024-08-08,Silver Medal,1544880
2024-08-08,Bronze Medal,1550116
2024-08-08,Bronze Medal,1879518
2024-08-08,Gold Medal,1939711
2024-08-08,Silver Medal,1960228
2024-08-08,Bronze Medal,1980149
2024-08-08,Bronze Medal,1920006
2024-08-09,Gold Medal,1960684
2024-08-09,Silver Medal,1894095
2024-08-09,Bronze Medal,1951913
2024-08-09,Gold Medal,1904099
2024-08-09,Silver Medal,1938792
2024-08-09,Bronze Medal,1552375
2024-08-09,Gold Medal,1910560
2024-08-09,Silver Medal,1552305
2024-08-09,Bronze Medal,1972105
2024-08-09,Gold Medal,1899666
2024-08-09,Silver Medal,1915338
2024-08-09,Bronze Medal,1573098
2024-08-09,Gold Medal,1920183
2024-08-09,Silver Medal,1926695
2024-08-09,Bronze Medal,1919065
2024-08-09,Gold Medal,1556797
2024-08-09,Silver Medal,1535187
2024-08-09,Gold Medal,1556860
2024-08-09,Silver Medal,1972343
2024-08-09,Gold Medal,1926833
2024-08-09,Silver Medal,1568182
2024-08-09,Gold Medal,1540353
2024-08-09,Silver Medal,1926827
2024-08-09,Gold Medal,1953038
2024-08-09,Silver Medal,1924559
2024-08-09,Bronze Medal,1909907
2024-08-09,Gold Medal,1878716
2024-08-09,Silver Medal,1952595
2024-08-09,Bronze Medal,1550295
2024-08-09,Gold Medal,1969182
2024-08-09,Silver Medal,1940263
2024-08-09,Bronze Medal,1912515
2024-08-09,Gold Medal,1901538
2024-08-09,Silver Medal,1940414
2024-08-09,Bronze Medal,1901539
2024-08-09,Gold Medal,1909030
2024-08-09,Silver Medal,1907234
2024-08-09,Bronze Medal,1902450
2024-08-09,Gold Medal,1566437
2024-08-09,Silver Medal,1981549
2024-08-09,Bronze Medal,1535852
2024-08-09,Gold Medal,1544218
2024-08-09,Silver Medal,1892022
2024-08-09,Bronze Medal,1560677
2024-08-09,Gold Medal,1947737
2024-08-09,Silver Medal,1536058
2024-08-09,Bronze Medal,1929685
2024-08-09,Bronze Medal,1914832
2024-08-09,Gold Medal,1572318
2024-08-09,Silver Medal,1956372
2024-08-09,Bronze Medal,1930773
2024-08-09,Bronze Medal,1903284
2024-08-09,Gold Medal,1903011
2024-08-09,Silver Medal,1543506
2024-08-09,Bronze Medal,1568724
2024-08-09,Gold Medal,1917154
2024-08-09,Silver Medal,1543509
2024-08-09,Bronze Medal,1940300
2024-08-09,Gold Medal,1939714
2024-08-09,Silver Medal,1955415
2024-08-09,Bronze Medal,1931496
2024-08-09,Bronze Medal,1562157
2024-08-09,Gold Medal,1556873
2024-08-09,Silver Medal,1544803
2024-08-09,Bronze Medal,1955300
2024-08-09,Bronze Medal,1963800
2024-08-09,Gold Medal,1939710
2024-08-09,Silver Medal,1572203
2024-08-09,Bronze Medal,1955426
2024-08-09,Bronze Medal,1920010
2024-08-10,Gold Medal,1898250
2024-08-10,Silver Medal,1963077
2024-08-10,Bronze Medal,1960959
2024-08-10,Gold Medal,1910412
2024-08-10,Silver Medal,1974048
2024-08-10,Bronze Medal,1963520
2024-08-10,Gold Medal,1926713
2024-08-10,Silver Medal,1965306
2024-08-10,Bronze Medal,1566681
2024-08-10,Gold Medal,1901284
2024-08-10,Silver Medal,1942753
2024-08-10,Bronze Medal,1910555
2024-08-10,Gold Medal,1960169
2024-08-10,Silver Medal,1911932
2024-08-10,Bronze Medal,1537183
2024-08-10,Gold Medal,1910451
2024-08-10,Silver Medal,1939795
2024-08-10,Bronze Medal,1956840
2024-08-10,Gold Medal,1919914
2024-08-10,Silver Medal,1981085
2024-08-10,Bronze Medal,1892137
2024-08-10,Gold Medal,1556869
2024-08-10,Silver Medal,1934775
2024-08-10,Gold Medal,1556049
2024-08-10,Silver Medal,1878687
2024-08-10,Gold Medal,1887963
2024-08-10,Silver Medal,1568655
2024-08-10,Gold Medal,1926826
2024-08-10,Silver Medal,1965679
2024-08-10,Gold Medal,1958888
2024-08-10,Silver Medal,1880191
2024-08-10,Bronze Medal,1955590
2024-08-10,Gold Medal,1878715
2024-08-10,Silver Medal,1570863
2024-08-10,Bronze Medal,1569972
2024-08-10,Gold Medal,1964547
2024-08-10,Silver Medal,1955126
2024-08-10,Bronze Medal,1564506
2024-08-10,Gold Medal,1945383
2024-08-10,Silver Medal,1568350
2024-08-10,Bronze Medal,1892423
2024-08-10,Gold Medal,1901556
2024-08-10,Silver Medal,1891685
2024-08-10,Bronze Medal,1900857
2024-08-10,Gold Medal,1939553
2024-08-10,Silver Medal,1892506
2024-08-10,Bronze Medal,1913218
2024-08-10,Gold Medal,1932649
2024-08-10,Silver Medal,1887939
2024-08-10,Bronze Medal,1553031
2024-08-10,Gold Medal,1981131
2024-08-10,Silver Medal,1950307
2024-08-10,Bronze Medal,1560673
2024-08-10,Gold Medal,1536045
2024-08-10,Silver Medal,1896149
2024-08-10,Bronze Medal,1897088
2024-08-10,Bronze Medal,1548401
2024-08-10,Gold Medal,1893272
2024-08-10,Silver Medal,1887768
2024-08-10,Bronze Medal,1904039
2024-08-10,Bronze Medal,1566738
2024-08-10,Gold Medal,1551443
2024-08-10,Silver Medal,1544424
2024-08-10,Bronze Medal,1540334
2024-08-10,Gold Medal,1918369
2024-08-10,Silver Medal,1551307
2024-08-10,Bronze Medal,1569832
2024-08-10,Gold Medal,1878625
2024-08-10,Silver Medal,1563010
2024-08-10,Bronze Medal,1940308
2024-08-10,Gold Medal,1554885
2024-08-10,Silver Medal,1543088
2024-08-10,Bronze Medal,1570546
2024-08-10,Bronze Medal,1947172
2024-08-10,Gold Medal,1562164
2024-08-10,Silver Medal,1939708
2024-08-10,Bronze Medal,1955345
2024-08-10,Bronze Medal,3429662
2024-08-10,Gold Medal,1939702
2024-08-10,Silver Medal,1897022
2024-08-10,Bronze Medal,1902786
2024-08-10,Bronze Medal,1878635
2024-08-11,Gold Medal,1972105
2024-08-11,Silver Medal,1901487
2024-08-11,Bronze Medal,1932851
2024-08-11,Gold Medal,1969182
2024-08-11,Silver Medal,1940263
2024-08-11,Bronze Medal,1940262
2024-08-11,Gold Medal,1955106
2024-08-11,Silver Medal,1572953
2024-08-11,Bronze Medal,1945080
2024-08-11,Gold Medal,1945040
2024-08-11,Silver Medal,1889704
2024-08-11,Bronze Medal,1912522
2024-08-11,Gold Medal,1936619
2024-08-11,Silver Medal,1545116
2024-08-11,Bronze Medal,1786902
2024-08-11,Gold Medal,1918376
2024-08-11,Silver Medal,1894414
2024-08-11,Bronze Medal,1544179
2024-08-11,Gold Medal,1939700
2024-08-11,Silver Medal,1544830
2024-08-11,Bronze Medal,1537188
2024-08-11,Bronze Medal,1559387
2024-08-11,Gold Medal,1540305
2024-08-11,Silver Medal,1552495
2024-08-11,Bronze Medal,1981785
2024-08-11,Bronze Medal,1543095
2024-08-11,Gold Medal,1939701
2024-08-11,Silver Medal,1955344
2024-08-11,Bronze Medal,1571936
2024-08-11,Bronze Medal,1535513
2024-08-09,Gold Medal,1896230
2024-08-09,Silver Medal,1548948
2024-08-09,Bronze Medal,1923694
2024-08-09,Gold Medal,1903112
2024-08-09,Silver Medal,1977926
2024-08-09,Bronze Medal,1895596
